iter	Logloss
415	0.3466783961
416	0.3466286874
417	0.3464837266
418	0.3463102953
419	0.3461496718
420	0.3459572653
421	0.345817265
422	0.3456864015
423	0.3452439126
424	0.3450431335
425	0.3448964899
426	0.3447974902
427	0.344688069
428	0.3445598994
429	0.3444598808
430	0.3443888863
431	0.344283046
432	0.3441456925
433	0.3440354937
434	0.3439446938
435	0.3438628607
436	0.3437213787
437	0.3434871928
438	0.3433150138
439	0.3431799461
440	0.3430555134
441	0.3429289536
442	0.3427892663
443	0.3426537698
444	0.3425514001
445	0.3424778673
446	0.3422207591
447	0.34204318
448	0.3419013135
449	0.3417532217
450	0.341609408
451	0.3415086495
452	0.3413144465
453	0.3412681016
454	0.3411007205
455	0.3409970896
456	0.3409047008
457	0.3408166629
458	0.3407267968
459	0.3406570001
460	0.3405417465
461	0.3403788536
462	0.340263925
463	0.340194917
464	0.3400537475
465	0.339888668
466	0.3398385571
467	0.339657047
468	0.3395752095
469	0.3394335577
470	0.3393485503
471	0.3391414458
472	0.3390169152
473	0.3388388283
474	0.3386868359
475	0.3385960202
476	0.3385138795
477	0.3383678438
478	0.3382882928
479	0.3381541656
480	0.3380609555
481	0.3379410379
482	0.3378135337
483	0.3377185908
484	0.3376064955
485	0.3374703095
486	0.3373244885
487	0.3370807574
488	0.3369942572
489	0.3368501706
490	0.3365809309
491	0.3365291418
492	0.3364545892
493	0.3363567837
494	0.3361499978
495	0.3360142857
496	0.3358572745
497	0.335765525
498	0.3356611135
499	0.3355803534
